channelGrouping,date,visitNumber,month,year,visitHour,browser,operatingSystem,isMobile,deviceCategory,continent,subContinent,country,region,metro,city,networkDomain,hits,pageviews,bounces,newVisits,campaign,source,medium,keyword,transactionRevenue
6,2016-09-02,1,9,2016,16,8,9,0,0,1,10,34,80,21,108,1216,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,5,9,0,0,1,10,34,80,21,108,1216,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,5,9,0,0,3,19,68,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,18,6,0,0,2,3,77,52,0,58,980,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,5,9,0,0,2,13,135,80,21,108,239,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,5,18,6,0,0,2,13,96,38,0,49,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,18,6,0,0,2,13,96,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,18,6,0,0,4,17,115,80,21,108,1222,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,6,5,9,0,0,4,17,115,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,2,18,6,0,0,2,13,133,80,21,108,90,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,4,17,115,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,7,5,9,0,0,2,13,33,80,21,108,0,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,5,9,0,0,2,3,77,45,0,55,138,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,4,17,115,14,0,53,1033,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,9,18,6,0,0,2,3,77,80,21,108,980,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,12,5,9,0,0,2,13,96,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,18,6,0,0,2,3,26,0,0,0,874,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,8,9,0,0,2,13,24,80,21,108,1341,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,9,5,9,0,0,2,13,33,80,21,108,0,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,9,0,0,2,13,13,0,0,0,1454,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,1,5,9,0,0,4,12,131,80,21,108,107,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,18,6,0,0,2,3,77,52,0,58,980,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,5,18,6,0,0,2,3,77,80,21,108,980,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,3,18,6,0,0,2,3,77,80,21,108,980,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,5,9,0,0,2,3,46,80,21,108,833,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,5,9,0,0,2,3,26,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,8,5,0,0,2,13,135,80,21,108,239,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,8,19,12,1,1,2,11,132,80,21,108,229,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,6,18,6,0,0,2,3,77,80,21,108,980,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,6,0,0,4,17,115,80,21,108,918,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,5,9,0,0,2,3,77,80,21,108,230,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,8,18,6,0,0,2,3,77,80,21,108,980,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,2,13,13,0,0,0,34,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,18,6,0,0,2,13,13,0,0,0,1178,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,2,5,9,0,0,2,13,33,80,21,108,400,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,16,0,1,1,1,5,62,0,0,64,912,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,18,6,0,0,1,5,72,80,21,108,0,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,5,9,2016,1,5,9,0,0,1,10,125,0,0,101,294,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,21,5,9,0,0,1,10,125,0,0,101,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,5,18,6,0,0,4,12,131,21,10,51,211,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,1,1,1,1,10,81,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,1,10,125,0,0,101,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,1,18,6,0,0,1,10,125,0,0,101,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,3,5,9,0,0,1,10,2,0,0,0,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,3,9,2016,5,5,9,0,0,1,18,123,80,21,108,1355,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,1,5,9,0,0,1,10,2,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,5,6,0,0,1,10,81,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,9,0,0,1,10,2,0,0,0,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,18,6,0,0,1,10,125,0,0,101,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,5,9,0,0,4,20,11,80,21,108,169,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,8,9,0,0,4,20,39,80,21,108,158,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,5,9,0,0,4,20,39,80,21,108,986,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,5,9,0,0,1,10,81,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,5,5,9,0,0,1,10,2,0,0,0,1355,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,23,18,6,0,0,1,10,2,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,5,9,0,0,4,7,103,80,21,108,385,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,5,9,0,0,3,19,56,80,21,108,1,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,6,5,9,0,0,4,7,103,80,21,108,1064,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,5,9,0,0,4,7,10,80,21,108,756,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,8,9,0,0,4,20,42,80,21,108,1201,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,9,15,9,0,0,4,7,103,80,21,108,927,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,9,0,0,4,7,103,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,21,21,9,0,0,4,7,129,80,21,108,1336,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,4,17,71,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,4,7,103,80,21,108,1448,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,12,15,9,0,0,4,7,103,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,8,9,0,0,4,7,103,80,21,108,1180,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,21,9,0,0,4,7,129,80,21,108,1336,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,10,9,0,0,4,7,103,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,8,5,9,0,0,4,7,103,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,3,5,9,0,0,4,7,103,80,21,108,1051,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,4,9,2016,1,5,9,0,0,2,13,16,80,21,108,1248,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,21,5,9,0,0,4,7,103,80,21,108,1096,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,3,9,2016,9,5,1,1,1,4,7,103,80,21,108,166,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,0,18,12,1,2,4,7,103,48,0,60,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,5,9,0,0,4,7,103,80,21,108,805,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,8,9,0,0,4,7,129,80,21,108,380,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,5,9,0,0,4,7,103,80,21,108,658,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,5,9,0,0,3,19,126,1,0,2,1179,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,10,9,0,0,4,7,103,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,2,5,9,0,0,4,7,103,48,0,60,1149,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,11,21,9,0,0,4,7,103,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,8,9,0,0,4,7,103,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,12,5,9,0,0,4,7,103,80,21,108,1065,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,9,0,0,4,7,103,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,1,1,1,4,12,36,80,21,108,1158,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,1,18,12,1,1,4,7,103,80,21,108,283,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,15,9,0,0,4,7,103,80,21,108,313,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,5,9,0,0,4,7,129,80,21,108,1427,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,5,9,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,7,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,16,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,18,6,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,18,6,0,0,3,19,126,32,0,41,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,18,6,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,5,9,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,4,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,5,9,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,9,0,0,3,19,126,32,0,41,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,18,6,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,7,9,2016,7,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,9,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,18,6,0,0,3,19,126,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,9,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,2,5,1,1,1,3,19,126,31,0,40,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,2,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,9,9,0,0,3,19,126,31,0,40,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,5,9,0,0,3,19,126,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,2,18,6,0,0,3,19,126,80,21,108,1179,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,18,6,0,0,3,19,126,1,0,2,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,11,18,6,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,2,5,9,0,0,3,19,126,80,21,108,659,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,3,18,6,0,0,3,19,126,32,0,41,1179,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,6,15,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,12,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,18,6,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,5,5,9,0,0,3,19,126,32,0,41,1179,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,2,9,2016,17,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,9,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,3,19,126,31,0,40,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,18,6,0,0,3,19,126,31,0,40,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,18,6,0,0,3,19,126,32,0,41,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,18,6,0,0,3,19,126,32,0,41,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,18,6,0,0,3,19,126,31,0,40,1179,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,18,6,0,0,3,19,126,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,4,18,6,0,0,3,19,126,31,0,40,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,21,5,9,0,0,3,19,126,31,0,40,191,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,19,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,3,9,2016,1,5,9,0,0,3,19,126,31,0,40,1306,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,8,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,12,18,6,0,0,3,19,126,80,21,108,1306,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,12,5,9,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,18,6,0,0,3,19,126,31,0,40,1355,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,3,19,126,31,0,40,1308,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,4,18,6,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,1,5,9,0,0,3,19,126,32,0,41,1179,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,5,9,0,0,3,19,126,1,0,2,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,18,6,0,0,3,19,126,31,0,40,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,9,0,0,3,19,126,1,0,2,1355,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,10,18,6,0,0,3,19,126,31,0,40,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,3,5,9,0,0,3,19,130,80,21,108,1355,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,18,6,0,0,3,19,126,80,21,108,456,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,5,9,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,2,5,9,0,0,3,19,126,32,0,41,1355,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,3,19,126,1,0,2,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,5,9,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,4,18,6,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,18,6,0,0,3,19,126,31,0,40,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,5,9,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,18,6,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,0,5,9,0,0,3,19,126,80,21,108,1179,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,6,5,9,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,18,6,0,0,3,19,126,31,0,40,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,20,5,9,0,0,3,19,126,80,21,108,1306,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,12,18,6,0,0,3,19,126,80,21,108,1355,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,3,19,126,80,21,108,1355,2,2.0,0,1,0,66,5,16,0
6,2016-09-02,1,9,2016,5,18,6,0,0,3,14,136,27,0,33,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,11,18,6,0,0,3,14,136,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,8,5,9,0,0,3,14,136,27,0,33,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,3,14,136,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,16,18,6,0,0,3,14,136,80,21,108,1386,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,7,5,9,0,0,3,14,136,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,20,5,1,1,1,3,14,136,80,21,108,1415,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,3,9,2016,4,5,1,1,1,3,14,136,80,21,108,1415,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,3,14,136,25,0,32,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,6,9,0,0,3,14,136,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,18,6,0,0,3,14,136,27,0,33,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,7,18,6,0,0,3,14,136,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,8,9,0,0,3,14,136,80,21,108,1415,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,5,9,0,0,3,14,136,27,0,33,382,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,21,5,1,1,2,1,18,40,80,21,108,841,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,10,18,6,0,0,3,16,52,41,0,62,818,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,9,0,0,3,16,52,80,21,108,1194,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,8,1,1,1,2,2,2,58,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,9,0,0,3,16,52,78,0,47,1116,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,19,5,6,0,0,4,12,131,80,21,108,223,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,4,18,6,0,0,5,1,5,80,21,108,605,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,20,5,9,0,0,4,12,131,80,21,108,0,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,9,18,6,0,0,5,1,5,59,0,14,916,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,18,5,9,0,0,3,16,52,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,13,5,5,0,0,4,7,78,80,21,108,1160,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,18,6,0,0,4,17,57,37,0,80,1230,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,5,5,9,0,0,3,16,52,35,0,9,39,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,22,5,1,1,2,1,18,40,80,21,108,841,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,17,5,9,0,0,2,2,124,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,5,1,1,1,1,5,76,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,8,16,0,1,1,3,16,52,16,0,65,912,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,8,9,0,0,4,12,55,80,21,108,657,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,5,5,9,0,0,3,16,52,41,0,62,801,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,1,18,6,0,0,3,14,73,80,21,108,0,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,9,0,0,4,12,131,21,10,51,0,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,18,6,0,0,3,19,126,80,21,108,1309,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,6,5,9,0,0,4,7,102,80,21,108,301,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,5,5,9,0,0,3,16,52,41,0,62,1355,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,6,18,12,1,2,4,12,131,80,21,108,211,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,15,5,9,0,0,3,16,52,71,0,37,1193,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,8,5,9,0,0,3,16,52,16,0,65,63,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,8,8,9,0,0,1,10,69,0,0,0,718,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,2,9,2016,21,5,1,1,1,2,13,16,80,21,108,1355,1,1.0,1,0,0,66,5,16,0
6,2016-09-02,1,9,2016,3,18,6,0,0,2,13,16,80,21,108,0,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,7,5,9,0,0,2,13,16,80,21,108,1275,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,23,5,9,0,0,2,13,16,80,21,108,70,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,1,18,6,0,0,2,13,16,80,21,108,1248,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,22,5,9,0,0,2,13,16,80,21,108,1391,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,17,18,6,0,0,2,13,16,65,0,79,291,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,1,5,9,0,0,2,13,16,80,21,108,1409,1,1.0,1,1,0,66,5,16,0
6,2016-09-02,1,9,2016,14,18,6,0,0,2,13,16,80,21,108,0,1,1.0,1,1,0,66,5,16,0
